neighborhood,stability,morality,cycle length,generation count,seed
3,1.0,1.0,1,8,19561886
3,1.0,1.0,1,7,19561887
3,1.0,1.0,1,30,19561888
3,1.0,1.0,1,13,19561889
3,1.0,1.0,1,19,19561890
3,1.0,1.0,1,15,19561891
3,1.0,1.0,1,44,19561892
3,1.0,1.0,1,13,19561893
3,1.0,1.0,1,20,19561894
3,1.0,1.0,1,15,19561895
3,1.0,1.0,1,13,19561896
3,1.0,1.0,1,18,19561897
3,1.0,1.0,1,12,19561898
3,1.0,1.0,1,12,19561899
3,1.0,1.0,1,43,19561900
3,1.0,1.0,1,14,19561901
3,1.0,1.0,1,7,19561902
3,1.0,1.0,1,32,19561903
3,1.0,1.0,1,53,19561904
3,1.0,1.0,1,16,19561905
3,1.0,1.0,1,22,19561906
3,1.0,1.0,1,20,19561907
3,1.0,1.0,1,8,19561908
3,1.0,1.0,1,17,19561909
3,1.0,1.0,1,28,19561910
3,1.0,1.0,1,12,19561911
3,1.0,1.0,1,14,19561912
3,1.0,1.0,1,22,19561913
3,1.0,1.0,1,13,19561914
3,1.0,1.0,1,36,19561915
3,1.0,1.0,1,13,19561916
3,1.0,1.0,1,19,19561917
3,1.0,1.0,1,17,19561918
3,1.0,1.0,1,16,19561919
3,1.0,1.0,1,33,19561920
3,1.0,1.0,1,12,19561921
3,1.0,1.0,1,20,19561922
3,1.0,1.0,1,12,19561923
3,1.0,1.0,1,11,19561924
3,1.0,1.0,1,39,19561925
3,1.0,1.0,1,8,19561926
3,1.0,1.0,1,16,19561927
3,1.0,1.0,1,10,19561928
3,1.0,1.0,1,14,19561929
3,1.0,1.0,1,25,19561930
4,1.0,1.0,1,6,19561831
4,1.0,1.0,1,16,19561832
4,1.0,1.0,1,11,19561833
4,1.0,1.0,1,9,19561834
4,1.0,1.0,1,14,19561835
4,1.0,1.0,1,12,19561836
4,1.0,1.0,1,15,19561837
4,1.0,1.0,1,5,19561838
4,1.0,1.0,1,11,19561839
4,1.0,1.0,1,20,19561840
4,1.0,1.0,1,9,19561841
4,1.0,1.0,1,11,19561842
4,1.0,1.0,1,11,19561843
4,1.0,1.0,1,10,19561844
4,1.0,1.0,1,12,19561845
4,1.0,1.0,1,7,19561846
4,1.0,1.0,1,11,19561847
4,1.0,1.0,1,8,19561848
4,1.0,1.0,1,19,19561849
4,1.0,1.0,1,15,19561850
4,1.0,1.0,1,6,19561851
4,1.0,1.0,1,11,19561852
4,1.0,1.0,1,8,19561853
4,1.0,1.0,1,8,19561854
4,1.0,1.0,1,10,19561855
4,1.0,1.0,1,8,19561856
4,1.0,1.0,1,7,19561857
4,1.0,1.0,1,6,19561858
4,1.0,1.0,1,23,19561859
4,1.0,1.0,1,20,19561860
4,1.0,1.0,1,15,19561861
4,1.0,1.0,1,10,19561862
4,1.0,1.0,1,14,19561863
4,1.0,1.0,1,9,19561864
4,1.0,1.0,1,6,19561865
4,1.0,1.0,1,12,19561866
4,1.0,1.0,1,9,19561867
4,1.0,1.0,1,19,19561868
4,1.0,1.0,1,9,19561869
4,1.0,1.0,1,34,19561870
4,1.0,1.0,1,21,19561871
4,1.0,1.0,1,14,19561872
4,1.0,1.0,1,12,19561873
4,1.0,1.0,1,7,19561874
4,1.0,1.0,1,8,19561875
4,1.0,1.0,1,14,19561876
4,1.0,1.0,1,20,19561877
4,1.0,1.0,1,10,19561878
4,1.0,1.0,1,17,19561879
4,1.0,1.0,1,7,19561880
4,1.0,1.0,1,7,19561881
4,1.0,1.0,1,20,19561882
4,1.0,1.0,1,9,19561883
4,1.0,1.0,1,7,19561884
4,1.0,1.0,1,23,19561885
4,1.0,1.0,1,6,19561886
4,1.0,1.0,1,6,19561887
4,1.0,1.0,1,23,19561888
4,1.0,1.0,1,12,19561889
4,1.0,1.0,1,13,19561890
4,1.0,1.0,1,12,19561891
4,1.0,1.0,1,23,19561892
4,1.0,1.0,1,9,19561893
4,1.0,1.0,1,18,19561894
4,1.0,1.0,1,11,19561895
4,1.0,1.0,1,10,19561896
4,1.0,1.0,1,13,19561897
4,1.0,1.0,1,9,19561898
4,1.0,1.0,1,9,19561899
4,1.0,1.0,1,40,19561900
4,1.0,1.0,1,10,19561901
4,1.0,1.0,1,7,19561902
4,1.0,1.0,1,23,19561903
4,1.0,1.0,1,23,19561904
4,1.0,1.0,1,17,19561905
4,1.0,1.0,1,15,19561906
4,1.0,1.0,1,15,19561907
4,1.0,1.0,1,6,19561908
4,1.0,1.0,1,14,19561909
4,1.0,1.0,1,22,19561910
4,1.0,1.0,1,11,19561911
4,1.0,1.0,1,12,19561912
4,1.0,1.0,1,16,19561913
4,1.0,1.0,1,10,19561914
4,1.0,1.0,1,18,19561915
4,1.0,1.0,1,10,19561916
4,1.0,1.0,1,17,19561917
4,1.0,1.0,1,14,19561918
4,1.0,1.0,1,14,19561919
4,1.0,1.0,1,24,19561920
4,1.0,1.0,1,7,19561921
4,1.0,1.0,1,25,19561922
4,1.0,1.0,1,9,19561923
4,1.0,1.0,1,9,19561924
4,1.0,1.0,1,28,19561925
4,1.0,1.0,1,7,19561926
4,1.0,1.0,1,9,19561927
4,1.0,1.0,1,8,19561928
4,1.0,1.0,1,7,19561929
4,1.0,1.0,1,14,19561930
