neighborhood,stability,morality,cycle length,generation count,seed
N24,1.0,1.0,1,3,19561886
N24,1.0,1.0,1,3,19561887
N24,1.0,1.0,1,5,19561888
N24,1.0,1.0,1,4,19561889
N24,1.0,1.0,1,5,19561890
N24,1.0,1.0,1,4,19561891
N24,1.0,1.0,1,5,19561892
N24,1.0,1.0,1,3,19561893
N24,1.0,1.0,1,5,19561894
N24,1.0,1.0,1,3,19561895
N24,1.0,1.0,1,4,19561896
N24,1.0,1.0,1,4,19561897
N24,1.0,1.0,1,3,19561898
N24,1.0,1.0,1,4,19561899
N24,1.0,1.0,1,7,19561900
N24,1.0,1.0,1,3,19561901
N24,1.0,1.0,1,3,19561902
N24,1.0,1.0,1,5,19561903
N24,1.0,1.0,1,5,19561904
N24,1.0,1.0,1,4,19561905
N24,1.0,1.0,1,4,19561906
N24,1.0,1.0,1,4,19561907
N24,1.0,1.0,1,3,19561908
N24,1.0,1.0,1,4,19561909
N24,1.0,1.0,1,4,19561910
N24,1.0,1.0,1,4,19561911
N24,1.0,1.0,1,4,19561912
N24,1.0,1.0,1,4,19561913
N24,1.0,1.0,1,3,19561914
N24,1.0,1.0,1,4,19561915
N24,1.0,1.0,1,4,19561916
N24,1.0,1.0,1,5,19561917
N24,1.0,1.0,1,4,19561918
N24,1.0,1.0,1,4,19561919
N24,1.0,1.0,1,4,19561920
N24,1.0,1.0,1,3,19561921
N24,1.0,1.0,1,4,19561922
N24,1.0,1.0,1,4,19561923
N24,1.0,1.0,1,4,19561924
N24,1.0,1.0,1,5,19561925
N24,1.0,1.0,1,3,19561926
N24,1.0,1.0,1,4,19561927
N24,1.0,1.0,1,3,19561928
N24,1.0,1.0,1,3,19561929
N24,1.0,1.0,1,5,19561930
M8,1.0,1.0,1,4,19561831
M8,1.0,1.0,1,6,19561832
M8,1.0,1.0,1,6,19561833
M8,1.0,1.0,1,5,19561834
M8,1.0,1.0,1,6,19561835
M8,1.0,1.0,1,7,19561836
M8,1.0,1.0,1,5,19561837
M8,1.0,1.0,1,3,19561838
M8,1.0,1.0,1,5,19561839
M8,1.0,1.0,1,6,19561840
M8,1.0,1.0,1,7,19561841
M8,1.0,1.0,1,7,19561842
M8,1.0,1.0,1,6,19561843
M8,1.0,1.0,1,7,19561844
M8,1.0,1.0,1,5,19561845
M8,1.0,1.0,1,4,19561846
M8,1.0,1.0,1,5,19561847
M8,1.0,1.0,1,6,19561848
M8,1.0,1.0,1,5,19561849
M8,1.0,1.0,1,5,19561850
M8,1.0,1.0,1,4,19561851
M8,1.0,1.0,1,5,19561852
M8,1.0,1.0,1,5,19561853
M8,1.0,1.0,1,5,19561854
M8,1.0,1.0,1,5,19561855
M8,1.0,1.0,1,5,19561856
M8,1.0,1.0,1,4,19561857
M8,1.0,1.0,1,4,19561858
M8,1.0,1.0,1,7,19561859
M8,1.0,1.0,1,7,19561860
M8,1.0,1.0,1,7,19561861
M8,1.0,1.0,1,5,19561862
M8,1.0,1.0,1,6,19561863
M8,1.0,1.0,1,5,19561864
M8,1.0,1.0,1,5,19561865
M8,1.0,1.0,1,6,19561866
M8,1.0,1.0,1,5,19561867
M8,1.0,1.0,1,6,19561868
M8,1.0,1.0,1,4,19561869
M8,1.0,1.0,1,11,19561870
M8,1.0,1.0,1,7,19561871
M8,1.0,1.0,1,5,19561872
M8,1.0,1.0,1,5,19561873
M8,1.0,1.0,1,5,19561874
M8,1.0,1.0,1,4,19561875
M8,1.0,1.0,1,6,19561876
M8,1.0,1.0,1,6,19561877
M8,1.0,1.0,1,4,19561878
M8,1.0,1.0,1,5,19561879
M8,1.0,1.0,1,5,19561880
M8,1.0,1.0,1,4,19561881
M8,1.0,1.0,1,6,19561882
M8,1.0,1.0,1,5,19561883
M8,1.0,1.0,1,4,19561884
M8,1.0,1.0,1,7,19561885
M8,1.0,1.0,1,4,19561886
M8,1.0,1.0,1,4,19561887
M8,1.0,1.0,1,7,19561888
M8,1.0,1.0,1,5,19561889
M8,1.0,1.0,1,7,19561890
M8,1.0,1.0,1,6,19561891
M8,1.0,1.0,1,8,19561892
M8,1.0,1.0,1,6,19561893
M8,1.0,1.0,1,6,19561894
M8,1.0,1.0,1,5,19561895
M8,1.0,1.0,1,5,19561896
M8,1.0,1.0,1,5,19561897
M8,1.0,1.0,1,5,19561898
M8,1.0,1.0,1,6,19561899
M8,1.0,1.0,1,10,19561900
M8,1.0,1.0,1,5,19561901
M8,1.0,1.0,1,4,19561902
M8,1.0,1.0,1,8,19561903
M8,1.0,1.0,1,9,19561904
M8,1.0,1.0,1,5,19561905
M8,1.0,1.0,1,5,19561906
M8,1.0,1.0,1,5,19561907
M8,1.0,1.0,1,4,19561908
M8,1.0,1.0,1,6,19561909
M8,1.0,1.0,1,6,19561910
M8,1.0,1.0,1,5,19561911
M8,1.0,1.0,1,7,19561912
M8,1.0,1.0,1,7,19561913
M8,1.0,1.0,1,5,19561914
M8,1.0,1.0,1,6,19561915
M8,1.0,1.0,1,5,19561916
M8,1.0,1.0,1,6,19561917
M8,1.0,1.0,1,6,19561918
M8,1.0,1.0,1,6,19561919
M8,1.0,1.0,1,6,19561920
M8,1.0,1.0,1,5,19561921
M8,1.0,1.0,1,6,19561922
M8,1.0,1.0,1,5,19561923
M8,1.0,1.0,1,5,19561924
M8,1.0,1.0,1,8,19561925
M8,1.0,1.0,1,4,19561926
M8,1.0,1.0,1,6,19561927
M8,1.0,1.0,1,5,19561928
M8,1.0,1.0,1,5,19561929
M8,1.0,1.0,1,7,19561930
M24,1.0,1.0,1,3,19561831
M24,1.0,1.0,1,5,19561832
M24,1.0,1.0,1,4,19561833
M24,1.0,1.0,1,4,19561834
M24,1.0,1.0,1,4,19561835
M24,1.0,1.0,1,5,19561836
M24,1.0,1.0,1,4,19561837
M24,1.0,1.0,1,3,19561838
M24,1.0,1.0,1,4,19561839
M24,1.0,1.0,1,5,19561840
M24,1.0,1.0,1,4,19561841
M24,1.0,1.0,1,5,19561842
M24,1.0,1.0,1,4,19561843
M24,1.0,1.0,1,4,19561844
M24,1.0,1.0,1,4,19561845
M24,1.0,1.0,1,3,19561846
M24,1.0,1.0,1,3,19561847
M24,1.0,1.0,1,4,19561848
M24,1.0,1.0,1,4,19561849
M24,1.0,1.0,1,4,19561850
M24,1.0,1.0,1,3,19561851
M24,1.0,1.0,1,3,19561852
M24,1.0,1.0,1,4,19561853
M24,1.0,1.0,1,3,19561854
M24,1.0,1.0,1,3,19561855
M24,1.0,1.0,1,3,19561856
M24,1.0,1.0,1,3,19561857
M24,1.0,1.0,1,3,19561858
M24,1.0,1.0,1,5,19561859
M24,1.0,1.0,1,5,19561860
M24,1.0,1.0,1,5,19561861
M24,1.0,1.0,1,4,19561862
M24,1.0,1.0,1,4,19561863
M24,1.0,1.0,1,3,19561864
M24,1.0,1.0,1,3,19561865
M24,1.0,1.0,1,4,19561866
M24,1.0,1.0,1,4,19561867
M24,1.0,1.0,1,5,19561868
M24,1.0,1.0,1,3,19561869
M24,1.0,1.0,1,8,19561870
M24,1.0,1.0,1,4,19561871
M24,1.0,1.0,1,5,19561872
M24,1.0,1.0,1,5,19561873
M24,1.0,1.0,1,3,19561874
M24,1.0,1.0,1,4,19561875
M24,1.0,1.0,1,5,19561876
M24,1.0,1.0,1,4,19561877
M24,1.0,1.0,1,4,19561878
M24,1.0,1.0,1,4,19561879
M24,1.0,1.0,1,3,19561880
M24,1.0,1.0,1,4,19561881
M24,1.0,1.0,1,5,19561882
M24,1.0,1.0,1,3,19561883
M24,1.0,1.0,1,3,19561884
M24,1.0,1.0,1,5,19561885
M24,1.0,1.0,1,3,19561886
M24,1.0,1.0,1,3,19561887
M24,1.0,1.0,1,5,19561888
M24,1.0,1.0,1,4,19561889
M24,1.0,1.0,1,5,19561890
M24,1.0,1.0,1,4,19561891
M24,1.0,1.0,1,7,19561892
M24,1.0,1.0,1,4,19561893
M24,1.0,1.0,1,4,19561894
M24,1.0,1.0,1,3,19561895
M24,1.0,1.0,1,4,19561896
M24,1.0,1.0,1,4,19561897
M24,1.0,1.0,1,3,19561898
M24,1.0,1.0,1,4,19561899
M24,1.0,1.0,1,8,19561900
M24,1.0,1.0,1,3,19561901
M24,1.0,1.0,1,3,19561902
M24,1.0,1.0,1,6,19561903
M24,1.0,1.0,1,6,19561904
M24,1.0,1.0,1,4,19561905
M24,1.0,1.0,1,4,19561906
M24,1.0,1.0,1,4,19561907
M24,1.0,1.0,1,3,19561908
M24,1.0,1.0,1,4,19561909
M24,1.0,1.0,1,4,19561910
M24,1.0,1.0,1,4,19561911
M24,1.0,1.0,1,5,19561912
M24,1.0,1.0,1,4,19561913
M24,1.0,1.0,1,4,19561914
M24,1.0,1.0,1,5,19561915
M24,1.0,1.0,1,4,19561916
M24,1.0,1.0,1,4,19561917
M24,1.0,1.0,1,4,19561918
M24,1.0,1.0,1,4,19561919
M24,1.0,1.0,1,4,19561920
M24,1.0,1.0,1,3,19561921
M24,1.0,1.0,1,4,19561922
M24,1.0,1.0,1,4,19561923
M24,1.0,1.0,1,4,19561924
M24,1.0,1.0,1,5,19561925
M24,1.0,1.0,1,3,19561926
M24,1.0,1.0,1,4,19561927
M24,1.0,1.0,1,3,19561928
M24,1.0,1.0,1,3,19561929
M24,1.0,1.0,1,5,19561930
M48,1.0,1.0,1,2,19561831
M48,1.0,1.0,1,4,19561832
M48,1.0,1.0,1,3,19561833
M48,1.0,1.0,1,3,19561834
M48,1.0,1.0,1,3,19561835
M48,1.0,1.0,1,4,19561836
M48,1.0,1.0,1,3,19561837
M48,1.0,1.0,1,2,19561838
M48,1.0,1.0,1,3,19561839
M48,1.0,1.0,1,4,19561840
M48,1.0,1.0,1,4,19561841
M48,1.0,1.0,1,3,19561842
M48,1.0,1.0,1,3,19561843
M48,1.0,1.0,1,4,19561844
M48,1.0,1.0,1,3,19561845
M48,1.0,1.0,1,2,19561846
M48,1.0,1.0,1,3,19561847
M48,1.0,1.0,1,4,19561848
M48,1.0,1.0,1,3,19561849
M48,1.0,1.0,1,3,19561850
M48,1.0,1.0,1,2,19561851
M48,1.0,1.0,1,3,19561852
M48,1.0,1.0,1,3,19561853
M48,1.0,1.0,1,3,19561854
M48,1.0,1.0,1,3,19561855
M48,1.0,1.0,1,3,19561856
M48,1.0,1.0,1,3,19561857
M48,1.0,1.0,1,3,19561858
M48,1.0,1.0,1,5,19561859
M48,1.0,1.0,1,4,19561860
M48,1.0,1.0,1,5,19561861
M48,1.0,1.0,1,3,19561862
M48,1.0,1.0,1,3,19561863
M48,1.0,1.0,1,3,19561864
M48,1.0,1.0,1,3,19561865
M48,1.0,1.0,1,4,19561866
M48,1.0,1.0,1,3,19561867
M48,1.0,1.0,1,4,19561868
M48,1.0,1.0,1,3,19561869
M48,1.0,1.0,1,6,19561870
M48,1.0,1.0,1,4,19561871
M48,1.0,1.0,1,4,19561872
M48,1.0,1.0,1,4,19561873
M48,1.0,1.0,1,3,19561874
M48,1.0,1.0,1,3,19561875
M48,1.0,1.0,1,4,19561876
M48,1.0,1.0,1,3,19561877
M48,1.0,1.0,1,3,19561878
M48,1.0,1.0,1,3,19561879
M48,1.0,1.0,1,3,19561880
M48,1.0,1.0,1,3,19561881
M48,1.0,1.0,1,4,19561882
M48,1.0,1.0,1,3,19561883
M48,1.0,1.0,1,3,19561884
M48,1.0,1.0,1,4,19561885
M48,1.0,1.0,1,3,19561886
M48,1.0,1.0,1,3,19561887
M48,1.0,1.0,1,4,19561888
M48,1.0,1.0,1,3,19561889
M48,1.0,1.0,1,4,19561890
M48,1.0,1.0,1,3,19561891
M48,1.0,1.0,1,5,19561892
M48,1.0,1.0,1,3,19561893
M48,1.0,1.0,1,3,19561894
M48,1.0,1.0,1,3,19561895
M48,1.0,1.0,1,3,19561896
M48,1.0,1.0,1,3,19561897
M48,1.0,1.0,1,3,19561898
M48,1.0,1.0,1,3,19561899
M48,1.0,1.0,1,6,19561900
M48,1.0,1.0,1,3,19561901
M48,1.0,1.0,1,3,19561902
M48,1.0,1.0,1,5,19561903
M48,1.0,1.0,1,4,19561904
M48,1.0,1.0,1,4,19561905
M48,1.0,1.0,1,3,19561906
M48,1.0,1.0,1,3,19561907
M48,1.0,1.0,1,2,19561908
M48,1.0,1.0,1,3,19561909
M48,1.0,1.0,1,4,19561910
M48,1.0,1.0,1,3,19561911
M48,1.0,1.0,1,4,19561912
M48,1.0,1.0,1,4,19561913
M48,1.0,1.0,1,3,19561914
M48,1.0,1.0,1,4,19561915
M48,1.0,1.0,1,3,19561916
M48,1.0,1.0,1,4,19561917
M48,1.0,1.0,1,4,19561918
M48,1.0,1.0,1,4,19561919
M48,1.0,1.0,1,4,19561920
M48,1.0,1.0,1,3,19561921
M48,1.0,1.0,1,4,19561922
M48,1.0,1.0,1,3,19561923
M48,1.0,1.0,1,3,19561924
M48,1.0,1.0,1,5,19561925
M48,1.0,1.0,1,3,19561926
M48,1.0,1.0,1,3,19561927
M48,1.0,1.0,1,3,19561928
M48,1.0,1.0,1,3,19561929
M48,1.0,1.0,1,4,19561930
